Country Name,2018,2019,2020,2021,2022,2023,2024
"Hong Kong SAR, China",2.846877928228146,-1.6723903457560065,-6.54478129577512,6.447957670866169,-3.507041150822922,3.6000000000000054,3.700000000000006
Mongolia,7.7,5.6,-4.6,1.6,4.8,5.4,6.1
China,6.72614540067904,6.0732535162232315,2.146864581367347,8.4,3.0,5.022532339916674,4.450725117222776
"Korea, Rep.",2.9074037737713443,2.2439778601101246,-0.7094153593976693,4.1453239543092435,2.6,1.4999999999999902,2.200000000000002
